Фамилия;Имя;Отчество;Пол;Возраст;Стаж вождения;Марка автомобиля;Тип страхования;Легкое ДТП;Крупное ДТП;Угон, ДТП без востановления авто;Выплата, руб.
Степанова ;Милена;Арсеньевна;жен;73;52;Renault Kaptur;полное;0;0;0;0
Кузьмин ;Матвей;Андреевич;муж;40;16;VW Polo;полное;0;0;0;0
Попова;Милана;Романовна;жен;26;4;Mazda CX-5;частичное;1;0;0;15000
Новиков;Роман;Маркович;муж;24;3;Skoda Octavia A7;частичное;0;0;0;0
Новиков;Андрей;Евгеньевич;муж;51;28;VW Tiguan;частичное;0;0;0;0
Иванов;Антон;Артемович;муж;21;0;Hyundai Solaris;частичное;1;0;0;150000
Лебедев ;Александр;Евгеньевич;муж;26;5;KIA Sportage;полное;0;0;0;0
Алексеева ;Ева;Андреевна;жен;69;49;Toyota RAV 4;полное;0;0;0;0
Соколов;Никита;Арсеньевич;муж;51;30;KIA Rio;полное;0;0;0;0
Ильина;Вероника;Арсеньевна;жен;30;11;Datsun on-DO;частичное;0;0;0;0
Новикова;Дарина;Алановна;жен;73;55;Renault Kaptur;частичное;0;0;0;0
Макаров ;Роман;Владиславович;муж;29;6;Renault Sandero;частичное;0;0;0;0
Петров;Богдан;Игоревич;муж;23;0;Lada Granta;частичное;0;0;0;0
Ильина;Ксения;Глебовна;жен;29;2;Hyundai Solaris;частичное;0;0;0;0
Волкова;Дарья;Ильична;жен;52;33;Lada X-Ray;полное;0;0;0;0
Попов;Тимофей;Глебович;муж;65;34;Chevrolet NIVA;полное;0;0;0;0
Захарова;Диана;Михайловна;жен;68;50;Nissan Qashqai;частичное;0;0;0;0
Егорова;Арина;Андреевна;жен;44;26;Renault Duster;частичное;0;0;0;0
Максимова;София;Егоровна;жен;72;45;Renault Kaptur;частичное;0;0;0;0
Кузнецова;Ева;Алановна;жен;22;0;VW Tiguan;полное;0;0;0;0
Макаров ;Роман;Алексеевич;муж;56;18;Skoda Octavia A7;полное;0;0;0;0
Семенов ;Роман;Андреевич;муж;48;26;Skoda Octavia A7;полное;0;0;0;0
Семенов ;Роман;Артемович;муж;53;28;KIA Rio;частичное;0;0;0;0
Кузнецов;Дамир;Богданович;муж;43;9;KIA Rio;полное;1;0;0;7500
Попова;Есения;Кирилловна;жен;43;19;KIA Rio;частичное;0;0;0;0
Захаров ;Никита;Иванович;муж;30;6;Hyundai Creta;частичное;0;0;0;0
Козлова;Полина;Марковна;жен;34;6;VW Polo;частичное;1;0;0;39817.4
Соколова;Алёна;Марковна;жен;36;14;Renault Sandero;частичное;1;0;0;57737.8
Романов ;Сергей;Тимурович;муж;68;46;Lada Granta;частичное;0;0;0;0
Петров;Матвей;Арсеньевич;муж;52;28;Skoda Rapid;частичное;0;0;0;0
Зайцев ;Иван;Дмитриевич;муж;74;50;Lada Vesta;частичное;0;0;0;0
Степанова ;Марьяна;Тимуровна;жен;50;27;Lada Granta;частичное;0;0;0;0
Иванова;Алиса;Дмитриевна;жен;51;20;Datsun on-DO;частичное;0;0;0;0
Кузнецов;Елисей;Алексеевич;муж;34;12;Lada Largus;частичное;0;0;0;0
Алексеева ;Анна;Ярославовна;жен;46;26;KIA Rio;частичное;0;0;0;0
Козлова;София;Максимовна;жен;49;27;Toyota Camry;частичное;0;0;0;0
Новиков;Ярослав;Маркович;муж;41;18;Lada 4x4;полное;0;0;0;0
Семенов ;Семён;Романович;муж;49;27;Lada Vesta;частичное;0;0;0;0
Морозов ;Илья;Захарович;муж;31;7;Renault Logan;частичное;0;0;0;0
Гусева;Кристина;Матвеевна;жен;25;0;Nissan Qashqai;полное;0;0;0;0
Васильев;Андрей;Егорович;муж;64;42;KIA Sportage;частичное;0;0;0;0
Макаров ;Роман;Евгеньевич;муж;18;0;Skoda Octavia A7;полное;0;0;0;0
Павлов ;Никита;Евгеньевич;муж;29;8;Lada Vesta;частичное;1;0;0;10696.9
Зайцева;Алиса;Матвеевна;жен;43;19;Renault Sandero;частичное;0;0;0;0
Новиков;Артём;Марселевич;муж;63;36;Lada 4x4;частичное;1;0;0;150000
Смирнов;Артём;Демидович;муж;37;15;Lada Granta;частичное;0;0;0;0
Соколов;Андрей;Матвеевич;муж;51;28;Datsun on-DO;полное;0;0;0;0
Козлов ;Дмитрий;Максимович;муж;61;40;Lada X-Ray;частичное;0;0;0;0
Григорьева ;Виктория;Андреевна;жен;32;13;Mazda CX-5;частичное;0;0;0;0
Фролова;Анна;Денисовна;жен;39;20;Nissan Qashqai;частичное;0;0;0;0
Смирнова;София;Егоровна;жен;50;30;Lada Granta;частичное;0;0;0;0
Воробьев ;Егор;Тимурович;муж;64;35;VW Polo;частичное;0;1;0;112817.5
Морозова;Алёна;Павловна;жен;32;10;Renault Duster;полное;0;0;0;0
Никитина;Кира;Богдановна;жен;71;39;Skoda Octavia A7;частичное;0;0;0;0
Андреев ;Сергей;Ярославович;муж;30;8;Lada Granta;частичное;1;0;0;20821.8
Семенов ;Матвей;Матвеевич;муж;50;29;Hyundai Solaris;частичное;0;0;0;0
Васильев;Марк;Тимофеевич;муж;64;43;Hyundai Creta;полное;0;0;0;0
Волков ;Роман;Демидович;муж;20;0;Toyota RAV 4;частичное;1;0;0;300000
Новиков;Тимофей;Евгеньевич;муж;36;12;Lada Vesta;полное;0;0;0;0
Андреев ;Арсений;Арсеньевич;муж;43;14;Renault Kaptur;частичное;0;1;0;192378.6
Лебедев ;Денис;Тимофеевич;муж;29;2;Lada Largus;частичное;0;0;1;0
Григорьев ;Никита;Никитич;муж;47;29;Skoda Octavia A7;частичное;0;0;0;0
Васильев;Максим;Андреевич;муж;48;15;Lada X-Ray;частичное;0;0;0;0
Иванов;Богдан;Иванович;муж;36;12;Skoda Rapid;частичное;0;0;0;0
Иванов;Михаил;Глебович;муж;20;0;Hyundai Creta;полное;0;0;0;0
Павлов ;Дмитрий;Иванович;муж;68;44;Hyundai Solaris;частичное;0;0;0;0
Ильина;Анастасия;Аскаровна;жен;33;12;Skoda Octavia A7;частичное;1;0;0;15179.7
Степанов ;Александр;Андреевич;муж;65;21;Skoda Rapid;полное;1;0;0;8300.2
Орлова;София;Романовна;жен;47;18;Lada Largus;частичное;0;0;0;0
Новиков;Александр;Матвеевич;муж;53;32;Skoda Rapid;частичное;0;1;0;177204.1
Новиков;Дмитрий;Маркович;муж;27;4;Lada Vesta;полное;1;0;0;7500
Соловьев ;Кирилл;Иванович;муж;56;32;Nissan X-Trail;частичное;0;0;0;0
Новикова;Стася;Марковна;жен;45;11;Nissan Qashqai;частичное;0;0;0;0
Максимов ;Павел;Ярославович;муж;31;3;Skoda Rapid;полное;1;0;0;142960.7
Зайцев ;Тимур;Маркович;муж;53;34;Hyundai Solaris;полное;0;0;0;0
Морозов ;Даниил;Матвеевич;муж;55;35;Lada X-Ray;частичное;0;0;0;0
Соловьев ;Михаил;Демидович;муж;54;35;Hyundai Solaris;частичное;0;0;0;0
Морозова;Анастасия;Максимовна;жен;45;25;Lada Granta;частичное;1;0;0;48824.6
Кузнецова;Арина;Андреевна;жен;45;23;Lada X-Ray;полное;0;0;0;0
Орлов ;Андрей;Дамирович;муж;44;26;Toyota Camry;полное;1;0;0;29993.3
Яковлев ;Марк;Егорович;муж;30;7;Toyota RAV 4;полное;0;0;0;0
Захарова;Анна;Денисовна;жен;67;44;KIA Rio;полное;0;0;0;0
Кузнецов;Егор;Матвеевич;муж;29;5;Mazda CX-5;полное;0;1;0;280657.9
Соловьев ;Дмитрий;Елисеевич;муж;64;34;Hyundai Solaris;полное;0;0;0;0
Лебедева;Юлия;Алексеевна;жен;72;49;Renault Duster;частичное;0;0;0;0
Васильева;София;Марковна;жен;59;36;VW Polo;полное;0;0;0;0
Зайцев ;Егор;Тимофеевич;муж;59;33;KIA Rio;частичное;0;0;0;0
Лебедев ;Артём;Даниилович;муж;34;13;Renault Duster;полное;0;0;0;0
Дмитриев ;Артём;Тимофеевич;муж;58;31;Lada Vesta;частичное;1;0;0;54936.7
Иванов;Максим;Маркович;муж;27;5;KIA Rio;частичное;1;0;0;150000
Никитин ;Иван;Тимофеевич;муж;64;41;Renault Kaptur;частичное;0;0;0;0
Волкова;Кристина;Арсеньевна;жен;32;12;KIA Rio;частичное;0;1;0;160132.5
Макаров ;Иван;Владиславович;муж;50;31;Lada Granta;частичное;0;0;0;0
Никитин ;Игорь;Денисович;муж;51;18;Lada Granta;полное;0;0;0;0
Максимова;Анастасия;Ивановна;жен;71;43;Skoda Octavia A7;частичное;0;0;0;0
Васильев;Кирилл;Семенович;муж;55;32;KIA Rio;частичное;0;0;0;0
Романов ;Илья;Никитич;муж;78;54;Renault Logan;частичное;0;0;0;0
Попов;Марк;Матвеевич;муж;24;5;Lada X-Ray;полное;1;0;0;7500
Григорьев ;Иван;Русланович;муж;36;18;KIA Rio;полное;0;0;0;0
Александров ;Дмитрий;Демидович;муж;39;17;Skoda Rapid;частичное;0;0;0;0
Андреева;Анастасия;Максимовна;жен;21;0;VW Polo;частичное;1;0;0;116173.1
Алексеев ;Арсений;Романович;муж;39;18;Hyundai Creta;частичное;0;1;0;511350.2
Васильев;Арсений;Арсеньевич;муж;51;32;KIA Rio;полное;0;0;0;0
Борисов ;Алексей;Елисеевич;муж;51;22;Skoda Rapid;частичное;0;0;0;0
Романов ;Глеб;Максимович;муж;50;26;Toyota RAV 4;частичное;0;0;0;0
Андреев ;Андрей;Маркович;муж;27;4;Skoda Octavia A7;полное;1;0;0;48985.4
Козлов ;Глеб;Даниилович;муж;59;39;Lada Vesta;частичное;0;0;0;0
Королев ;Глеб;Дмитриевич;муж;60;41;KIA Rio;частичное;0;0;0;0
Морозова;Полина;Глебовна;жен;39;20;Toyota RAV 4;полное;0;0;0;0
Попов;Арсений;Егорович;муж;38;18;Lada Granta;частичное;0;0;0;0
Орлова;Злата;Максимовна;жен;68;39;Lada Granta;частичное;0;0;0;0
Орлов ;Илья;Егорович;муж;40;10;VW Tiguan;полное;1;0;0;125041.5
Семенов ;Тимофей;Аскарович;муж;60;40;Chevrolet NIVA;частичное;0;0;0;0
Новикова;Полина;Андреевна;жен;54;20;Skoda Octavia A7;частичное;1;0;0;10500
Федоров ;Матвей;Максимович;муж;48;28;Nissan Qashqai;частичное;0;0;0;0
Максимов ;Никита;Ярославович;муж;64;36;Lada Granta;частичное;0;0;0;0
Козлов ;Илья;Дмитриевич;муж;65;46;Lada X-Ray;частичное;0;0;0;0
Григорьева ;Алиса;Максимовна;жен;39;17;Lada Vesta;частичное;1;0;0;31935.7
Кузьмин ;Игорь;Артемович;муж;18;0;Lada Vesta;частичное;1;0;0;62011.8
Петров;Сергей;Савельевич;муж;44;24;Lada 4x4;частичное;0;1;0;141416.5
Васильев;Владимир;Артемович;муж;23;0;Hyundai Solaris;полное;1;0;0;11623.9
Волков ;Илья;Елисеевич;муж;36;18;KIA Rio;частичное;0;0;0;0
Григорьева ;Софья;Глебовна;жен;71;51;Skoda Octavia A7;частичное;0;0;0;0
Морозов ;Антон;Егорович;муж;30;6;Renault Kaptur;полное;0;0;0;0
Кузнецов;Тимофей;Тимофеевич;муж;37;19;Hyundai Creta;частичное;0;0;0;0
Воробьева;Кира;Захаровна;жен;79;57;KIA Sportage;частичное;0;0;0;0
Борисова;Полина;Матвеевна;жен;22;4;Renault Logan;частичное;0;0;0;0
Соколов;Марк;Матвеевич;муж;79;49;Renault Duster;полное;0;0;0;0
Романов ;Аскар;Романович;муж;26;8;Lada 4x4;частичное;0;0;0;0
Никитина;Кира;Георгиевна;жен;44;19;VW Polo;полное;1;0;0;11645.1
Кузнецова;Анна;Артуровна;жен;38;13;Renault Kaptur;частичное;0;0;0;0
Сергеев ;Матвей;Константинович;муж;50;17;KIA Rio;частичное;0;0;0;0
Зайцева;Валерия;Егоровна;жен;34;14;Lada Vesta;частичное;0;0;0;0
